day,current,current_theoretical,temperature,speed_rpm,friction_torque,domain_unit,time_index,delta_I,current_s,current_theoretical_s,temperature_s,friction_torque_s,delta_I_s,fused_rms_vector,fused_rms_mean,fused_std_mean,fused_envelope_rms_mean,fused_rms_max,fused_std_max,fused_envelope_rms_max,fused_total_energy_sum,fused_total_energy_mean,fused_variance_mean,HI_flywheel,life_ratio,RUL_ratio
0,0.1137,0.109702,35.0,3000,0.004498,attachment1,0,0.003998,0.1222,0.1185143999999999,35.08,0.0048592,0.0036856,0.0,0.0,0.5103643217461075,0.0,0.0,0.7290918882087251,0.0,0.0,0.0,0.1822729720521812,0.0313462424329901,0.0,1.0
20,0.113,0.114077,35.0,3000,0.004677,attachment1,1,-0.0010769999999999,0.1235,0.1207435,35.083333333333336,0.0049505,0.0027564999999999,0.0008887921772093,0.0008925016133682,0.3862201108196497,0.001092238941426,0.0008925016133682,0.5452956885845835,0.0015259035923079,0.0008677720389754,0.0006805276551152,0.1394904486393949,0.0322963418711717,0.0057142857142857,0.9942857142857144
40,0.1237,0.118483,35.1,3000,0.004858,attachment1,2,0.0052169999999999,0.1271571428571428,0.122983,35.114285714285714,0.0050422857142857,0.0041741428571428,0.0033759987117001,0.0034032753828439,0.590634537478347,0.0030216534635209,0.0034032753828439,0.8257362973104089,0.003059924963076,0.0032214309085519,0.0032448312363701,0.2164696450367957,0.0331553107303378,0.0114285714285714,0.9885714285714284
60,0.1351,0.122921,35.2,3000,0.00504,attachment1,3,0.0121789999999999,0.12965,0.125233125,35.1375,0.0051345,0.0044168749999999,0.0050930740870534,0.0051147207843029,0.6283480553599194,0.0047226486125472,0.0051147207843029,0.8737539976481152,0.0049483648881243,0.0049704094693065,0.0050564962206404,0.2323069381046563,0.0332327007039634,0.0171428571428571,0.9828571428571428
80,0.1255,0.127389,35.1,3000,0.005223,attachment1,4,-0.001889,0.131,0.1274937777777777,35.144444444444446,0.0052272222222222,0.0035062222222222,0.0060262430269123,0.0060415493828008,0.5042027826519013,0.0059391062686962,0.0060415493828008,0.6936070600389083,0.0061507823761013,0.0059395070102109,0.0058681048230508,0.1889039551832947,0.0332327007039634,0.0228571428571428,0.9771428571428572
100,0.13,0.131889,35.1,3000,0.005407,attachment1,5,-0.001889,0.1355333333333333,0.1319942222222222,35.17777777777778,0.0054116666666666,0.0035391111111111,0.0091285273516682,0.0091538627012133,0.5144197099265675,0.0089468341208323,0.0091538627012133,0.7001131980085974,0.0092334158959154,0.0089849603709128,0.008895124544276,0.1958833163358528,0.0332327007039634,0.0285714285714285,0.9714285714285714
120,0.1491,0.13642,35.3,3000,0.005593,attachment1,6,0.0126799999999999,0.1397777777777777,0.1365264444444444,35.21111111111111,0.0055975555555555,0.0032513333333333,0.0120465897419414,0.0120678423277662,0.4811713843393678,0.0119702536917892,0.0120678423277662,0.6431844907738109,0.0123401905216075,0.0119261584222674,0.0117932273657923,0.1876300587081367,0.0342593836055476,0.0342857142857142,0.9657142857142856
140,0.1471,0.140984,35.3,3000,0.00578,attachment1,7,0.006116,0.1433444444444444,0.1410904444444444,35.23333333333333,0.0057846666666666,0.002254,0.0144954950657368,0.0145165006003408,0.3491482871866518,0.0146722788495599,0.0145165006003408,0.4458902528821537,0.0154673922368888,0.014376463702981,0.0140541992858037,0.1434135718358828,0.036419977405576,0.04,0.96
160,0.1418,0.145579,35.2,3000,0.005969,attachment1,8,-0.0037789999999999,0.1467999999999999,0.1456864444444444,35.25555555555555,0.0059731111111111,0.0011135555555555,0.0168739357710569,0.0168888766837386,0.1969174821164211,0.0173887886708577,0.0168888766837386,0.2202855227440031,0.0186168780499037,0.0167892705991943,0.0162655877828504,0.0918592196720262,0.0396269767932082,0.0457142857142857,0.9542857142857144
180,0.1545,0.150206,35.3,3000,0.006158,attachment1,9,0.0042939999999999,0.1499333333333333,0.1503147777777777,35.27777777777777,0.0061628888888888,-0.0003814444444444,0.0190467588892277,0.0190400344185237,0.1007321929604693,0.0201197831556821,0.0190848642232172,0.1597052810961597,0.0217886479606522,0.0190848642232172,0.0183331843532986,0.0601668138439311,0.0434546490825793,0.0514285714285714,0.9485714285714286
200,0.1512,0.154867,35.3,3000,0.00635,attachment1,10,-0.003667,0.1532666666666666,0.1549756666666666,35.31111111111111,0.006354,-0.001709,0.0213841479014444,0.021328500093827,0.2896259897911883,0.0231999343254527,0.0216994854779427,0.3380773922695678,0.0249827019691343,0.0216994854779427,0.020824703106503,0.1307728856072434,0.0476766006671117,0.0571428571428571,0.9428571428571428
220,0.1558,0.159559,35.3,3000,0.006542,attachment1,11,-0.003759,0.1560555555555555,0.1596693333333333,35.333333333333336,0.0065464444444444,-0.0036137777777777,0.0233377953271165,0.0232431830421642,0.5579892549803133,0.025959898137331,0.0238739316085128,0.7148838896154542,0.0281990400753499,0.0238739316085128,0.0227385910657602,0.229092147661416,0.0520831178965154,0.0628571428571428,0.9371428571428572
240,0.1662,0.164285,35.4,3000,0.006736,attachment1,12,0.001915,0.1592,0.1643958888888889,35.355555555555554,0.0067402222222222,-0.0051958888888888,0.025519737328224,0.025401968995867,0.7621051437418995,0.0287343466127359,0.0261870912115806,1.0,0.0314376622792992,0.0261870912115806,0.024811145978505,0.3044460759388529,0.0573667160422455,0.0685714285714285,0.9314285714285714
260,0.1537,0.169044,35.3,3000,0.006931,attachment1,13,-0.0153439999999999,0.1646555555555555,0.1691556666666666,35.4,0.0069353333333333,-0.0045001111111111,0.0292536326266976,0.0291474244844468,0.6911534160051199,0.0321926237945058,0.0298554787661189,0.8902199118594154,0.034698568580982,0.0298554787661189,0.0285843801317579,0.2830342625841888,0.0637531807615759,0.0742857142857142,0.9257142857142856
280,0.16,0.173837,35.4,3000,0.007127,attachment1,14,-0.0138369999999999,0.1681666666666666,0.1739488888888888,35.43333333333333,0.0071318888888888,-0.0057822222222222,0.0317075644671384,0.031557941662433,0.7736872963019434,0.0353319206736773,0.0325554270271356,1.0,0.0379836159885429,0.0325554270271356,0.0311552323617059,0.3158489032144912,0.0697372205914481,0.08,0.92
300,0.1742,0.178663,35.5,3000,0.007325,attachment1,15,-0.0044629999999999,0.1721444444444444,0.1787756666666666,35.46666666666667,0.0073297777777777,-0.0066312222222222,0.034460924024422,0.0342888440349616,0.7761640746019869,0.038485702216376,0.0354360439646975,1.0,0.0412909474938375,0.0354360439646975,0.0339343349681067,0.3190778282774005,0.0744654541717432,0.0857142857142857,0.9142857142857144
320,0.1754,0.183523,35.5,3000,0.007524,attachment1,16,-0.0081229999999999,0.1787222222222222,0.1836364444444444,35.52222222222222,0.0075291111111111,-0.0049142222222222,0.038951238756975,0.0388047496342268,0.7598311479374181,0.042324519520733,0.0397813437858814,0.9721401017683082,0.0446224201050101,0.0397813437858814,0.0385430337147239,0.3168550876671323,0.077724284116106,0.0914285714285714,0.9085714285714286
340,0.1909,0.188417,35.6,3000,0.007725,attachment1,17,0.0024829999999999,0.1832,0.1885313333333333,35.55555555555556,0.0077297777777777,-0.0053313333333332,0.0420260902067001,0.041878921858051,0.7828434634140392,0.0455084774457792,0.0428600441823782,1.0,0.0479761768139162,0.0428600441823782,0.0415452617244668,0.3277380595642267,0.0791455775309464,0.0971428571428571,0.9028571428571428
360,0.1861,0.193345,35.6,3000,0.007927,attachment1,18,-0.007245,0.1898888888888888,0.1934606666666666,35.611111111111114,0.0079318888888888,-0.0035717777777777,0.0465889308367689,0.046471109646493,0.5819139456720923,0.0493774711324841,0.0472565842483318,0.7065753755865913,0.0513540746287004,0.0472565842483318,0.0462035438940492,0.259989948908412,0.0819843590358323,0.1028571428571428,0.8971428571428571
380,0.187,0.198308,35.6,3000,0.008131,attachment1,19,-0.011308,0.1951222222222222,0.1984245555555555,35.64444444444444,0.0081354444444444,-0.0033023333333333,0.0501489361144165,0.0500640007567193,0.548087583875345,0.0525928124951713,0.0506302364747007,0.6532734006659972,0.0547561135493628,0.0506302364747007,0.0495429391799531,0.2505655418062554,0.083546897340409,0.1085714285714285,0.8914285714285715
400,0.215,0.203306,35.8,3000,0.008336,attachment1,20,0.011694,0.2001333333333333,0.2034233333333333,35.67777777777778,0.0083404444444444,-0.00329,0.0535673993424258,0.053504327488592,0.5503273272450775,0.0558238455766798,0.053924806514151,0.6508335989273685,0.0581822935759031,0.053924806514151,0.0527831676199275,0.2541650672923271,0.0846316148380393,0.1142857142857142,0.8857142857142857
420,0.2065,0.208339,35.7,3000,0.008542,attachment1,21,-0.001839,0.2061666666666666,0.2084572222222222,35.72222222222222,0.0085468888888888,-0.0022905555555555,0.0576768694211397,0.057646450360891,0.4167127652402321,0.0594052423984278,0.057849244095882,0.4531217373146768,0.0616326147083215,0.057849244095882,0.0568142355725979,0.2100299153445756,0.086937686393713,0.12,0.88
440,0.2139,0.213408,35.8,3000,0.00875,attachment1,22,0.000492,0.2099333333333333,0.2135264444444444,35.75555555555556,0.0087547777777777,-0.0035931111111111,0.0603000899317394,0.0602324165739838,0.6008150749240009,0.0626676589175777,0.0606835722923546,0.7107955731885545,0.065107076946618,0.0606835722923546,0.0594991296753654,0.2785131968906284,0.0894245894030365,0.1257142857142857,0.8742857142857143
460,0.2071,0.218512,35.7,3000,0.008959,attachment1,23,-0.011412,0.2161777777777777,0.2186313333333333,35.8,0.0089641111111111,-0.0024535555555555,0.0645461614454799,0.0645194756057187,0.447117614492264,0.0662804391769669,0.0646973812041265,0.4853666846171566,0.0686056802907926,0.0646973812041265,0.0636244061316689,0.2269948018326686,0.0917919053023947,0.1314285714285714,0.8685714285714285
480,0.2193,0.223652,35.8,3000,0.00917,attachment1,24,-0.0043519999999999,0.2220444444444444,0.2237721111111111,35.84444444444445,0.0091748888888888,-0.0017276666666666,0.0685511045116117,0.0685471751942526,0.3504632572081028,0.0699089111551774,0.0685733706433137,0.3707473719606944,0.0721284247408452,0.0685733706433137,0.0675810989498922,0.1957748172292309,0.0934373349651265,0.1371428571428571,0.8628571428571429
500,0.2297,0.228828,35.9,3000,0.009382,attachment1,25,0.0008719999999999,0.2256666666666666,0.2289489999999999,35.87777777777778,0.0093871111111111,-0.0032823333333332,0.0710840246379109,0.0710339745614155,0.5680329884196966,0.0732184028307893,0.0713676417380516,0.6493169654141496,0.0756753102967759,0.0713676417380516,0.0702015346028051,0.2757638825138846,0.095458352716538,0.1428571428571428,0.8571428571428572
520,0.2248,0.23404,35.9,3000,0.009596,attachment1,26,-0.0092399999999999,0.2305444444444444,0.2341622222222222,35.922222222222224,0.0096008888888888,-0.0036177777777778,0.0744573869221144,0.0743827626662761,0.6156063688824189,0.0768794653019349,0.0748802577051984,0.7156751766658281,0.0792481939667291,0.0748802577051984,0.0737169349566404,0.2952055097572315,0.0977543707210737,0.1485714285714285,0.8514285714285714
540,0.2423,0.239289,36.0,3000,0.009811,attachment1,27,0.0030109999999999,0.2373888888888888,0.2394121111111111,35.97777777777778,0.0098161111111111,-0.0020232222222222,0.0791263877589849,0.0790817455195656,0.3958563262299174,0.0808908915133203,0.0793793604490275,0.4002373861151116,0.0828452187425604,0.0793793604490275,0.0784446339183737,0.2196799018241303,0.0990805983890248,0.1542857142857142,0.8457142857142858
560,0.2398,0.244575,36.0,3000,0.010028,attachment1,28,-0.0047749999999999,0.2439333333333333,0.2446987777777777,36.03333333333333,0.0100328888888888,-0.0007654444444444,0.0836041090574761,0.0835747664620778,0.2236214803934513,0.0849192164988202,0.0837703837647334,0.3920879399237428,0.0864682416324141,0.0837703837647334,0.0830384576381015,0.1613963308213317,0.1013889761057757,0.16,0.84
580,0.2476,0.249898,36.1,3000,0.010246,attachment1,29,-0.002298,0.2488,0.2500226666666666,36.07777777777778,0.0102511111111111,-0.0012226666666666,0.0869725864373123,0.0869159263480207,0.2875397529892591,0.0886285611817221,0.0872936602766314,0.3941023348186785,0.090115405628146,0.0872936602766314,0.0865488996496407,0.1865149889804269,0.1051636530454243,0.1657142857142857,0.8342857142857143
600,0.2504,0.255258,36.1,3000,0.010466,attachment1,30,-0.0048579999999999,0.2547999999999999,0.2553838888888889,36.13333333333333,0.0104708888888888,-0.0005838888888889,0.0911032595195046,0.0910351645635667,0.1991561587765538,0.0926894766601573,0.0914891309364861,0.3943400278868895,0.0937885677379004,0.0914891309364861,0.0908997645968404,0.1576010570005152,0.1084313470117623,0.1714285714285714,0.8285714285714285
620,0.2755,0.260657,36.3,3000,0.010687,attachment1,31,0.0148429999999999,0.2601444444444445,0.2607828888888889,36.17777777777778,0.0106922222222222,-0.0006384444444443,0.0947791692942337,0.0947043378629697,0.2073620308448219,0.0964326188912883,0.095203214071396,0.3965109570764121,0.0974877279616772,0.095203214071396,0.0946234153271285,0.1628369645842717,0.1108795630005143,0.1771428571428571,0.8228571428571428
640,0.266,0.266092,36.2,3000,0.01091,attachment1,32,-9.1999999999981e-05,0.2654333333333333,0.2662197777777778,36.22222222222222,0.0109151111111111,-0.0007864444444444,0.0984202924416797,0.0983353700677843,0.227831675994775,0.100192659896534,0.0989015192270868,0.3964286588945009,0.1012128862994767,0.0989015192270868,0.098322274345934,0.1722435628698541,0.1153090180407341,0.1828571428571428,0.8171428571428572
660,0.2631,0.271567,36.2,3000,0.011134,attachment1,33,-0.008467,0.2697,0.2716947777777778,36.25555555555556,0.0111395555555555,-0.0019947777777777,0.1013719129150183,0.1012646061321726,0.3952200907060731,0.1036349276544755,0.1019799846844771,0.3966425717355522,0.1049640427512987,0.1019799846844771,0.1012302938520436,0.2336227424172481,0.1205630959876938,0.1885714285714285,0.8114285714285714
680,0.2837,0.277079,36.4,3000,0.01136,attachment1,34,0.0066209999999999,0.2742888888888888,0.2772083333333334,36.28888888888888,0.0113655555555555,-0.0029194444444445,0.1045305994418587,0.1044150605451735,0.5228819291780108,0.1070940941865311,0.1051853198564084,0.5775296457891601,0.1087411973171431,0.1051853198564084,0.1042821052847509,0.2806758831359181,0.1248415304708683,0.1942857142857142,0.8057142857142857
700,0.2729,0.282631,36.3,3000,0.011588,attachment1,35,-0.009731,0.2805555555555555,0.2827606666666666,36.333333333333336,0.0115931111111111,-0.0022051111111111,0.1088000340639515,0.1087173760147438,0.4239488874155346,0.110904831514121,0.1092684296761285,0.436218966710991,0.1125443499970102,0.1092684296761285,0.1084172984256478,0.2474414884672667,0.1303721819680815,0.2,0.8
720,0.2899,0.288221,36.4,3000,0.011817,attachment1,36,0.0016789999999999,0.2851555555555555,0.2883518888888889,36.36666666666667,0.0118223333333333,-0.0031963333333333,0.1119674495020184,0.1118754586466624,0.5611967235988978,0.1143990026497,0.1124887310157027,0.6323042938312617,0.1163753577990442,0.1124887310157027,0.1114740682006519,0.2980326312429968,0.1360426855553333,0.2057142857142857,0.7942857142857143
740,0.2782,0.29385,36.3,3000,0.012048,attachment1,37,-0.0156499999999999,0.2909444444444444,0.2939824444444444,36.41111111111111,0.0120531111111111,-0.0030379999999999,0.1159326272131453,0.1158497607027725,0.5386039434244759,0.1182447445808128,0.1164022041052574,0.6009825147542027,0.1202323637151008,0.1164022041052574,0.1153960526227995,0.2918608159661407,0.1422478709350437,0.2114285714285714,0.7885714285714286
760,0.2889,0.29952,36.4,3000,0.01228,attachment1,38,-0.01062,0.2974555555555555,0.2996524444444444,36.46666666666667,0.0122855555555555,-0.0021968888888889,0.1203968637136654,0.1203198969885317,0.4226072714243079,0.1224432643627533,0.1208330084894233,0.4345924322185756,0.1241172247533243,0.1208330084894233,0.1199750013156381,0.2532104517313258,0.1465427585001689,0.2171428571428571,0.7828571428571429
780,0.3068,0.305229,36.5,3000,0.012514,attachment1,39,0.001571,0.3021666666666666,0.3053623333333333,36.5,0.0125196666666666,-0.0031956666666666,0.1236378635438904,0.1235542618096271,0.5612752100942944,0.1259905459312641,0.124111606704716,0.6321724126561931,0.1280299409137149,0.124111606704716,0.123081354513607,0.3044244879460465,0.1485836320671162,0.2228571428571428,0.7771428571428571
800,0.3169,0.310978,36.6,3000,0.01275,attachment1,40,0.005922,0.3076888888888888,0.3111122222222222,36.54444444444445,0.0127554444444444,-0.0034233333333333,0.1274348286766346,0.1273454866117129,0.5921796355096556,0.1298906053506025,0.1279411003778576,0.6772098339396305,0.1319705121962724,0.1279411003778576,0.1268843387206389,0.3173729829842714,0.151155237432507,0.2285714285714285,0.7714285714285715
820,0.3181,0.316767,36.6,3000,0.012987,attachment1,41,0.0013329999999999,0.3126555555555555,0.3169025555555556,36.58888888888889,0.0129928888888888,-0.004247,0.1308769637560072,0.1307553004679149,0.7049490859592589,0.1338087705993495,0.1315663890551965,0.8401490257278292,0.1359389386009969,0.1315663890551965,0.1304394058128462,0.359352777769293,0.1547278917897996,0.2342857142857143,0.7657142857142857
840,0.3217,0.322597,36.7,3000,0.013226,attachment1,42,-0.000897,0.3198111111111111,0.3227336666666667,36.644444444444446,0.013232,-0.0029225555555555,0.13575711509135,0.1356678734508994,0.5220857742769429,0.138079713698924,0.1362628177205699,0.5781450912727703,0.1399352201278884,0.1362628177205699,0.1353059383588812,0.296840988328923,0.1583899272136314,0.24,0.76
860,0.3261,0.328468,36.7,3000,0.013467,attachment1,43,-0.0023679999999999,0.3278,0.3286056666666666,36.71111111111112,0.0134727777777777,-0.0008056666666665,0.1412074583574936,0.1411525628527098,0.2315874517624821,0.1427034346493262,0.1415185328846017,0.4000752390647042,0.1439593567769469,0.1415185328846017,0.1408790185985721,0.1970637021408116,0.1629042435402835,0.2457142857142857,0.7542857142857142
880,0.3226,0.33438,36.7,3000,0.01371,attachment1,44,-0.01178,0.3338444444444444,0.3345188888888889,36.76666666666667,0.0137152222222222,-0.0006744444444444,0.1453779495860929,0.1453023139439265,0.2158249929344197,0.1470105894077179,0.1458065515583697,0.4081038026506426,0.1480113485481724,0.1458065515583697,0.145249716914958,0.1948093279177759,0.1669510785610733,0.2514285714285714,0.7485714285714286
900,0.3346,0.340334,36.8,3000,0.013954,attachment1,45,-0.005734,0.3375777777777778,0.3404736666666667,36.8,0.0139593333333333,-0.0028958888888888,0.1479979916939234,0.1478653955002662,0.52490579210123,0.1506665059526798,0.148749370124647,0.5728698442703068,0.152091195441565,0.148749370124647,0.1479197359908357,0.3072267548668662,0.1694334366882038,0.2571428571428571,0.7428571428571429
920,0.3426,0.34633,36.8,3000,0.0142,attachment1,46,-0.00373,0.3437111111111111,0.3464703333333333,36.85555555555556,0.0142052222222222,-0.0027592222222222,0.152227116453223,0.1520761723428243,0.5076657408745968,0.1550110794251827,0.1530824664121485,0.5458342033827561,0.1562007544652689,0.1530824664121485,0.1523301010455937,0.304220675457325,0.170261099556405,0.2628571428571428,0.7371428571428571
940,0.3608,0.352368,37.0,3000,0.014447,attachment1,47,0.0084319999999999,0.3495111111111111,0.3525091111111111,36.9,0.0144528888888888,-0.002998,0.1562078754356293,0.1560581026178522,0.5423535144730605,0.1590402937609685,0.1570565880696997,0.5930696442505405,0.1603400256192844,0.1570565880696997,0.1562570438100376,0.3192151650410096,0.1732734925072038,0.2685714285714285,0.7314285714285714
960,0.3612,0.358448,37.0,3000,0.014696,attachment1,48,0.002752,0.3552555555555556,0.3585903333333333,36.94444444444444,0.0147022222222222,-0.0033347777777777,0.1601539035009969,0.1600018917982916,0.5898753372421317,0.1630876139261631,0.1610153031496607,0.6596916178523071,0.1645071518954667,0.1610153031496607,0.1601591948629993,0.3385652719794033,0.1770206540959318,0.2742857142857143,0.7257142857142858
980,0.3505,0.364571,36.9,3000,0.014947,attachment1,49,-0.014071,0.3632333333333333,0.3647143333333333,37.0,0.0149532222222222,-0.001481,0.1655664010788979,0.1654789529811842,0.334640906626909,0.1674877119421854,0.1660619402992752,0.4318636178262677,0.1687021332938162,0.1660619402992752,0.1653926447389746,0.2504940280668,0.1813032978084047,0.28,0.72
1000,0.3733,0.370737,37.1,3000,0.0152,attachment1,50,0.002563,0.3709555555555556,0.3708813333333333,37.05555555555556,0.015206,7.422222222225328e-05,0.1708161837954713,0.1707805651289703,0.142513756887172,0.17190712284291,0.1710180229056433,0.4407860577024203,0.1729268268224771,0.1710180229056433,0.1705120527421307,0.1853352670308289,0.1839955050207219,0.2857142857142857,0.7142857142857143
1020,0.3739,0.376946,37.1,3000,0.015455,attachment1,51,-0.0030459999999999,0.3784111111111111,0.3770915555555555,37.12222222222222,0.0154605555555555,0.0013195555555555,0.1759319960531569,0.1758991000227321,0.3175552563369916,0.176680518649756,0.176118406892231,0.4494316408347711,0.1771812324814494,0.176118406892231,0.1758471325515898,0.2518083714700047,0.1873143353109841,0.2914285714285714,0.7085714285714286
1040,0.3778,0.383199,37.1,3000,0.015711,attachment1,52,-0.0053989999999999,0.3829777777777778,0.3833453333333333,37.15555555555555,0.015717,-0.0003675555555555,0.1790917205586635,0.1790342979978977,0.1870815787199445,0.1804704183323413,0.1794171150696699,0.4539474574154352,0.1814672072788776,0.1794171150696699,0.1788890272997043,0.2072076948188105,0.190379347043716,0.2971428571428571,0.7028571428571428
1060,0.3944,0.389496,37.2,3000,0.015969,attachment1,53,0.0049039999999999,0.3887,0.3896431111111111,37.2,0.0159752222222222,-0.000943111111111,0.1830279788152964,0.1829628307405018,0.2681201886803381,0.1846143029210482,0.1833971512391329,0.4584088568544614,0.1857828942066174,0.1833971512391329,0.182781261668073,0.2386679810300658,0.1936065870253706,0.3028571428571429,0.6971428571428571
1080,0.4041,0.395837,37.3,3000,0.016229,attachment1,54,0.008263,0.3969,0.3959851111111111,37.266666666666666,0.0162353333333333,0.0009148888888888,0.188623168632628,0.1885924563017479,0.2658887020821919,0.1894480514925895,0.1887972051742818,0.4639974975972415,0.1901301502728131,0.1887972051742818,0.1884485504113972,0.2415454458016512,0.1969568545768668,0.3085714285714285,0.6914285714285715
1100,0.4097,0.402222,37.4,3000,0.016491,attachment1,55,0.0074779999999999,0.4038666666666667,0.4023716666666667,37.32222222222222,0.0164972222222222,0.001495,0.1933938142276669,0.193375349563132,0.3477612204190113,0.1939664409274143,0.1934984473266982,0.4691358195552669,0.1945071184693202,0.1934984473266982,0.1932307911383919,0.2738923267006242,0.2024160205359302,0.3142857142857143,0.6857142857142857
1120,0.4019,0.408652,37.3,3000,0.016755,attachment1,56,-0.006752,0.4102111111111111,0.408803111111111,37.36666666666667,0.0167608888888888,0.001408,0.1977311478781533,0.1977310625651259,0.3363102188389222,0.1981694712255224,0.1977316313186414,0.4711236320944612,0.1989137987961388,0.1977316313186414,0.197400692675364,0.2720909185781513,0.2068148234675125,0.32,0.6799999999999999
1140,0.4127,0.415128,37.4,3000,0.01702,attachment1,57,-0.0024279999999999,0.4171222222222222,0.4152796666666666,37.422222222222224,0.0170264444444444,0.0018425555555555,0.2024680653405514,0.2024758147319215,0.397711179663075,0.2027276934850459,0.2024758147319215,0.4752095609720639,0.2033520482614133,0.2024241521227875,0.2021581416908762,0.2970288067222756,0.2108951912751511,0.3257142857142857,0.6742857142857143
